user_id,visa_type,filing_status,num_dependents,total_income,foreign_income,foreign_tax_paid,student_loan_interest_paid,paid_tuition,owns_home,state,years_in_us,foreign_tax_credit,student_loan_interest,standard_deduction,earned_income_credit,child_tax_credit,educator_expense,ira_deduction,home_ownership_credit
4328,none,head_of_household,4,101828,5249,1,0,0,0,IL,44,0,0,1,0,1,0,0,0
4329,none,head_of_household,4,7859,0,0,0,0,1,MA,49,1,0,0,1,1,0,1,1
4330,none,single,1,72655,0,0,0,1,1,CA,20,0,0,1,0,1,0,1,1
4331,J-1,head_of_household,2,38250,56233,1,0,0,0,FL,11,1,0,1,1,1,0,1,0
4332,H-1B,single,4,126173,71411,1,0,0,0,WA,9,1,0,0,0,1,0,0,0
4333,none,married_filing_jointly,4,69006,0,0,0,0,1,GA,44,0,0,1,0,1,0,0,1
4334,none,head_of_household,2,163428,5817,1,0,0,0,CA,40,1,0,1,0,1,0,0,0
4335,none,single,3,69598,0,0,0,0,1,VA,43,0,0,1,0,1,0,1,1
4336,none,single,4,16158,0,0,1,1,0,TX,51,0,1,0,1,1,0,1,0
4337,none,single,2,70739,11703,0,0,0,0,TX,42,0,0,1,0,1,0,0,0
4338,F-1,married_filing_jointly,4,74868,3875,1,0,1,0,NC,18,1,0,1,0,1,0,0,0
4339,none,head_of_household,3,25633,0,0,1,0,1,GA,37,0,1,1,1,1,0,0,1
4340,OPT,single,1,29345,75296,1,0,0,0,OH,10,1,0,1,1,1,0,0,0
4341,none,single,0,5472,0,0,0,0,1,CA,38,0,0,0,1,0,0,1,1
4342,OPT,married_filing_jointly,4,92278,50648,0,0,0,0,TX,11,0,0,0,0,1,0,0,0
4343,O-1,single,2,41814,4886,1,1,0,0,FL,14,1,1,0,1,0,0,0,0
4344,none,married_filing_jointly,2,28316,0,0,1,0,1,FL,33,0,1,1,1,1,0,0,1
4345,none,head_of_household,0,19098,0,0,0,0,1,CA,22,0,0,1,0,0,0,0,1
4346,none,married_filing_separately,4,30172,0,0,0,1,1,OH,49,0,0,0,1,1,1,0,1
4347,H-1B,head_of_household,3,69883,51663,1,0,0,0,VA,19,1,0,0,0,1,0,0,0
4348,none,married_filing_jointly,0,55375,0,0,1,0,0,MA,40,0,1,1,0,0,0,1,0
4349,none,head_of_household,4,34818,0,0,1,0,0,MI,35,0,1,1,1,1,0,1,0
4350,none,single,2,15599,0,0,0,0,1,TX,38,0,0,1,1,1,0,0,1
4351,none,single,3,34450,0,0,0,0,0,PA,59,0,0,1,1,1,0,0,0
4352,none,married_filing_jointly,4,22073,0,0,0,0,0,WA,25,0,0,0,0,1,0,0,0
4353,none,single,4,38299,0,0,0,0,0,CA,18,0,0,1,1,1,0,0,0
4354,O-1,head_of_household,4,81407,13039,1,1,0,1,TX,12,1,1,0,0,1,0,0,1
4355,none,married_filing_jointly,0,28599,0,0,0,0,1,TX,56,0,0,1,0,0,0,0,1
4356,L-1,qualifying_widow,2,208977,41491,1,0,1,1,IL,16,1,0,1,0,0,0,0,0
4357,none,single,1,27719,0,0,0,1,0,AZ,44,0,0,1,1,1,0,1,0
4358,H-1B,married_filing_jointly,4,9884,48882,1,0,0,0,NY,8,1,1,1,1,1,0,0,0
4359,none,married_filing_jointly,3,37810,0,0,1,1,0,PA,25,0,0,1,1,1,0,0,0
4360,none,single,1,26803,0,0,0,0,0,OH,53,0,0,1,1,1,0,0,0
4361,F-1,married_filing_jointly,0,995551,26748,1,0,0,0,NJ,17,1,0,0,0,0,0,0,0
4362,none,married_filing_jointly,4,30401,0,0,0,0,0,TX,53,0,0,1,1,1,0,1,0
4363,none,qualifying_widow,2,11642,0,0,0,0,1,IL,44,0,1,1,1,1,0,1,1
4364,none,married_filing_jointly,3,46030,0,0,0,0,1,WA,19,0,0,0,1,1,0,0,1
4365,none,single,3,38295,0,0,0,1,0,WA,57,1,0,1,1,1,0,1,0
4366,none,married_filing_jointly,3,15535,0,0,1,0,0,FL,55,0,1,1,0,1,0,1,0
4367,none,married_filing_jointly,1,61305,0,0,0,0,0,CA,56,0,0,1,0,1,0,1,0
4368,J-1,single,0,73831,44985,1,1,0,0,WA,16,1,1,0,0,0,0,0,0
4369,none,single,2,47714,0,0,0,0,0,WA,45,0,0,0,0,1,0,0,1
4370,none,single,4,34887,1809,0,1,0,0,CA,34,0,1,0,1,1,0,1,0
4371,none,single,4,31841,0,0,0,0,0,CA,29,0,0,1,1,1,0,1,0
4372,none,married_filing_jointly,4,25310,0,0,0,0,0,TX,18,0,1,1,0,1,0,0,0
4373,none,single,1,13999,0,0,0,0,0,OH,50,0,0,1,1,0,0,0,0
4374,F-1,married_filing_jointly,1,168802,66111,1,0,0,1,TX,8,1,0,0,0,1,0,0,0
4375,none,single,3,397849,0,0,0,0,0,TX,26,0,0,0,0,0,0,0,0
4376,none,married_filing_jointly,0,17601,0,0,0,0,0,MI,39,1,0,1,0,0,1,0,0
4377,none,single,4,25787,0,0,0,1,0,TX,23,0,0,1,1,1,0,1,0
4378,none,head_of_household,4,16756,0,0,0,1,0,AZ,36,0,0,1,1,1,1,0,0
4379,none,single,3,98873,0,0,0,0,1,NY,53,0,0,1,1,1,0,0,1
4380,none,married_filing_jointly,3,17790,0,0,1,1,0,NY,37,0,1,1,1,1,0,1,0
4381,none,single,3,83165,21034,1,0,0,0,AZ,57,1,0,1,0,1,0,0,0
4382,none,single,2,65193,25343,1,1,0,1,CA,41,1,1,1,0,1,0,0,1
4383,none,married_filing_jointly,1,38642,0,0,0,1,0,CA,27,0,0,1,1,1,0,1,0
4384,none,head_of_household,4,150827,0,0,0,0,0,NY,58,0,0,1,0,1,0,0,0
4385,none,head_of_household,0,32376,11085,1,0,0,1,IL,41,1,0,1,0,0,0,0,1
4386,none,single,4,44447,0,0,1,0,0,PA,56,0,1,1,1,1,0,0,0
4387,none,single,3,14837,0,0,0,0,0,AZ,39,0,0,1,1,1,0,0,0
4388,none,married_filing_jointly,4,4928,0,0,0,0,0,MA,29,0,0,0,0,1,0,0,0
4389,none,married_filing_jointly,2,115158,0,0,1,1,1,CA,31,0,1,1,0,1,0,0,1
4390,none,single,3,25425,0,0,0,0,0,CA,34,0,0,1,1,1,0,1,0
4391,none,married_filing_separately,3,125594,0,0,0,0,1,PA,50,0,0,1,1,1,1,0,1
4392,none,married_filing_jointly,4,32303,0,0,0,0,0,AZ,24,0,0,1,1,1,0,0,0
4393,STEM OPT,married_filing_jointly,1,40216,8855,1,1,1,1,TX,1,1,0,1,1,1,0,0,1
4394,none,single,3,53393,4352,0,0,0,0,FL,42,0,0,1,1,1,1,0,0
4395,none,single,1,27297,0,0,0,0,0,TX,35,0,0,1,1,1,0,1,0
4396,none,single,4,10365,0,0,0,0,0,AZ,22,0,0,1,1,1,0,0,0
4397,none,married_filing_jointly,2,20247,0,0,0,0,1,CA,52,0,0,1,1,1,0,0,1
4398,none,single,4,18863,0,0,0,0,0,PA,27,0,0,1,1,1,0,1,1
4399,none,married_filing_separately,0,43037,0,0,0,0,0,CA,38,0,0,0,0,0,0,0,0
4400,O-1,married_filing_separately,1,121212,3572,1,0,0,0,IL,17,1,0,1,0,1,0,0,0
4401,none,married_filing_jointly,2,23084,0,0,1,0,0,FL,38,0,1,1,0,1,1,1,0
4402,none,single,4,40553,4227,1,0,0,1,PA,54,1,0,1,1,1,1,0,1
4403,none,single,1,54990,0,0,0,0,0,CA,59,1,0,1,1,1,0,0,1
4404,none,married_filing_jointly,2,21703,0,0,1,0,1,CA,46,0,1,1,1,0,0,0,0
4405,none,married_filing_jointly,0,62743,0,0,1,0,1,CA,50,0,1,1,0,0,0,0,1
4406,none,head_of_household,3,119423,0,0,0,0,0,NJ,18,0,0,0,0,1,1,0,0
4407,none,single,2,63208,0,0,1,1,1,GA,46,0,0,1,0,1,0,1,1
4408,F-1,head_of_household,1,42395,63775,1,0,0,0,CA,11,1,0,1,1,1,0,1,0
4409,H-1B,single,2,20808,4695,0,0,0,1,FL,5,0,0,1,1,1,0,0,1
4410,none,single,3,39862,0,0,0,0,0,NY,24,0,0,1,1,1,0,1,0
4411,none,single,3,22526,0,0,0,0,0,CA,28,0,0,1,1,1,1,0,0
4412,none,married_filing_jointly,1,26160,0,0,0,0,0,NJ,22,0,0,1,1,1,0,0,0
4413,none,single,1,39739,0,0,0,0,0,FL,47,0,0,1,1,1,0,0,0
4414,none,single,3,36778,16905,0,0,0,1,OH,31,0,0,0,0,1,0,0,1
4415,none,married_filing_separately,2,112396,0,0,0,0,1,OH,38,0,0,0,0,1,0,0,1
4416,J-1,married_filing_jointly,1,26130,43887,1,1,0,0,WA,3,1,1,1,1,1,1,0,0
4417,none,single,2,62930,0,0,0,0,0,NC,48,0,0,1,0,1,0,0,0
4418,none,single,2,29198,11568,1,1,0,0,CA,24,1,1,1,1,1,0,1,0
4419,none,married_filing_jointly,0,19537,0,0,0,0,0,CA,30,0,0,1,0,0,0,1,0
4420,H-1B,single,4,76570,15895,1,0,0,0,NY,15,1,0,1,0,1,0,1,0
4421,L-1,single,0,64667,66084,0,1,0,0,CA,6,0,1,0,0,0,0,1,0
4422,none,married_filing_jointly,3,25845,0,0,0,0,0,FL,43,1,1,0,1,1,0,0,0
4423,none,single,3,2663,0,0,0,0,0,MA,49,0,1,0,1,1,0,1,0
4424,none,married_filing_jointly,1,121606,0,0,0,0,0,TX,18,0,0,1,0,1,0,0,0
4425,none,single,2,89274,0,0,0,0,1,GA,31,0,0,1,0,1,0,0,1
4426,none,single,1,125342,0,0,0,0,0,TX,36,0,0,1,0,1,0,0,0
4427,none,single,4,131535,0,0,1,1,0,CA,22,0,0,1,0,1,1,0,0
4428,OPT,single,2,44947,26985,1,0,0,1,CA,9,1,0,1,1,1,0,1,1
4429,none,single,2,30492,0,0,0,0,0,CA,50,0,0,1,1,1,0,1,0
4430,none,single,1,8844,28188,1,0,0,0,TX,57,1,0,1,1,1,0,0,0
4431,none,head_of_household,1,50112,0,0,0,0,0,AZ,45,0,0,1,1,1,0,0,0
4432,none,head_of_household,0,29601,0,0,0,0,0,IL,41,0,0,1,0,0,1,1,0
4433,none,single,3,21926,0,0,0,0,1,CA,25,0,1,1,1,1,0,0,1
4434,none,married_filing_jointly,4,13057,0,0,0,0,0,CA,52,0,0,1,1,1,0,0,0
4435,H-1B,married_filing_jointly,0,17548,17978,0,0,0,0,MA,12,0,0,1,0,0,0,1,0
4436,none,head_of_household,0,13209,0,0,0,1,1,CA,56,0,0,0,1,0,0,0,1
4437,none,single,3,108406,4813,1,0,0,1,TX,34,1,0,1,0,1,0,0,1
4438,none,single,1,121064,0,0,0,0,1,NJ,57,0,0,1,0,1,0,0,1
4439,none,single,4,22741,0,0,0,0,1,PA,30,0,0,1,1,1,0,1,1
4440,none,single,3,133541,0,0,0,0,0,TX,32,0,0,1,0,1,0,0,1
4441,none,single,0,48652,0,0,0,1,0,OH,19,0,0,1,0,0,1,0,0
4442,none,head_of_household,0,166279,0,0,1,0,0,FL,24,0,0,1,0,0,0,0,0
4443,none,head_of_household,1,75874,0,0,0,0,1,IL,27,0,0,0,0,1,1,0,1
4444,none,single,0,78350,0,0,0,0,0,CA,21,0,0,1,0,0,0,0,0
4445,none,married_filing_jointly,0,55298,0,0,0,1,1,VA,21,0,0,1,1,0,0,0,1
4446,F-1,single,4,23166,10160,1,0,0,0,IL,10,1,0,0,1,1,0,1,0
4447,OPT,married_filing_jointly,0,13517,2328,1,0,0,0,CA,3,1,0,0,1,0,0,0,0
4448,none,married_filing_jointly,2,53336,0,0,0,0,0,PA,42,0,0,0,1,1,1,0,0
4449,J-1,single,1,40708,2766,0,0,0,1,FL,13,0,0,1,0,1,0,0,1
4450,OPT,head_of_household,0,460244,46249,1,1,0,0,VA,1,1,0,1,0,0,1,0,0
4451,F-1,qualifying_widow,1,86935,30327,1,0,0,1,CA,1,1,0,1,0,1,1,0,1
4452,none,married_filing_jointly,1,20742,0,0,0,0,0,FL,51,0,0,1,1,1,0,0,0
4453,none,married_filing_jointly,2,41111,0,0,0,0,0,NC,36,0,0,1,1,1,0,1,0
4454,none,married_filing_jointly,3,31840,0,0,1,0,1,TX,43,0,1,1,1,1,0,0,1
4455,F-1,single,4,42813,53418,0,0,0,0,TX,13,0,0,1,1,1,0,0,1
4456,F-1,single,3,13625,38198,1,0,0,0,NC,5,1,0,1,1,1,0,0,0
4457,none,married_filing_jointly,0,100384,0,0,0,0,0,GA,52,1,0,1,0,1,0,0,0
4458,F-1,single,0,31079,48894,1,0,0,0,FL,4,1,0,1,0,0,0,0,0
4459,none,head_of_household,1,79928,0,0,0,0,0,NY,34,0,0,1,0,1,0,0,0
4460,none,single,2,25764,0,0,0,0,0,PA,38,0,0,1,1,1,0,0,0
4461,none,single,1,31015,0,0,0,0,0,VA,43,0,0,1,1,1,0,0,1
4462,none,single,2,75656,0,0,0,0,1,OH,59,0,0,1,0,1,0,0,1
4463,none,qualifying_widow,3,6877,0,0,0,0,0,IL,18,0,0,1,1,1,0,1,0
4464,none,single,0,107856,0,0,0,0,1,MI,59,0,0,1,0,0,0,0,1
4465,none,single,4,166517,0,0,0,0,1,TX,25,0,0,1,0,1,0,0,1
4466,none,single,3,163624,0,0,0,0,1,NY,43,0,0,1,0,1,1,0,0
4467,OPT,married_filing_jointly,2,23603,40206,1,0,1,0,GA,18,1,0,1,1,1,0,0,0
4468,none,qualifying_widow,1,58195,0,0,1,1,0,FL,42,0,1,0,1,1,0,1,0
4469,none,single,4,29684,0,0,0,1,0,NY,39,0,0,1,1,1,0,1,0
4470,none,head_of_household,1,11642,0,0,0,0,1,CA,22,0,0,1,1,1,0,0,1
4471,F-1,single,4,48042,60712,1,0,0,1,IL,4,1,0,0,1,1,0,0,1
4472,none,married_filing_jointly,4,11956,0,0,0,0,1,OH,47,0,0,1,1,1,0,0,1
4473,none,single,1,76077,0,0,0,0,0,NJ,51,0,0,1,0,1,0,0,0
4474,none,married_filing_jointly,0,92679,0,0,1,0,0,CA,19,0,1,1,0,0,0,0,0
4475,none,married_filing_jointly,0,141791,0,0,1,0,1,VA,30,0,1,0,0,0,0,0,1
4476,none,married_filing_jointly,3,70346,0,0,1,0,1,CA,52,0,1,1,0,1,0,1,1
4477,none,single,4,30567,0,0,0,0,1,NC,47,0,0,1,1,1,1,0,1
4478,none,head_of_household,4,37420,0,0,0,0,1,IL,24,0,0,1,1,1,0,0,1
4479,none,qualifying_widow,4,49539,0,0,0,0,1,FL,26,0,0,1,1,1,0,1,1
4480,OPT,married_filing_jointly,4,165474,57350,1,1,0,1,WA,19,1,0,1,1,1,0,0,1
4481,none,married_filing_jointly,3,167051,0,0,0,1,0,NY,55,0,0,0,0,1,0,0,0
4482,none,married_filing_separately,1,41122,5914,1,0,0,1,CA,32,1,0,0,1,1,0,1,1
4483,none,single,2,107430,0,0,0,0,1,PA,48,0,0,1,0,1,0,0,1
4484,none,head_of_household,1,27877,0,0,0,0,1,PA,31,0,0,1,1,1,0,0,1
4485,none,single,1,65685,0,0,0,0,0,NC,30,0,0,1,0,1,0,0,0
4486,F-1,married_filing_separately,2,32386,57693,1,1,0,0,FL,12,1,1,1,1,1,0,0,0
4487,none,single,1,55245,0,0,1,1,0,CA,23,0,1,1,1,0,1,0,0
4488,J-1,single,4,21169,45258,0,1,0,0,FL,18,0,1,0,1,1,0,0,1
4489,none,married_filing_jointly,2,12352,0,0,0,0,1,IL,54,0,0,1,1,1,0,0,1
4490,none,married_filing_jointly,3,14448,20606,1,1,1,1,PA,26,1,1,1,1,1,0,1,1
4491,none,head_of_household,3,74964,0,0,1,0,0,NJ,34,0,1,1,0,1,0,0,0
4492,none,qualifying_widow,0,16271,0,0,0,0,0,TX,39,0,0,0,1,0,1,0,0
4493,none,single,0,32628,0,0,0,1,0,IL,56,0,0,1,0,0,0,0,0
4494,none,single,2,98849,0,0,0,1,1,MA,55,0,0,1,0,1,0,0,1
4495,none,single,3,121578,0,0,1,0,1,FL,26,0,0,1,0,1,0,0,1
4496,none,married_filing_jointly,3,18371,0,0,0,0,1,NY,41,0,0,1,1,1,0,1,1
4497,none,married_filing_jointly,3,5113,0,0,1,0,0,MA,36,0,1,1,1,0,1,1,0
4498,none,head_of_household,4,21520,0,0,0,0,0,CA,44,0,0,0,1,1,0,1,0
4499,none,married_filing_separately,4,53129,0,0,0,0,0,IL,37,0,0,0,1,1,0,0,0
4500,none,single,3,81149,0,0,1,0,0,FL,42,0,0,1,0,1,1,0,0
4501,none,married_filing_jointly,3,15339,0,0,0,0,0,CA,36,0,0,1,1,1,0,1,0
4502,F-1,married_filing_jointly,3,9045,52840,1,0,1,0,NC,2,0,0,1,1,1,0,0,0
4503,STEM OPT,married_filing_jointly,4,19594,65650,1,0,0,1,TX,11,0,0,1,1,1,0,1,1
4504,none,single,4,27798,0,0,0,1,0,VA,56,1,0,0,1,1,0,1,0
4505,OPT,single,0,290354,37125,1,0,0,1,FL,19,1,0,1,0,0,0,0,0
4506,none,single,0,48964,0,0,0,0,0,CA,58,0,0,1,1,0,0,0,0
4507,none,single,4,79520,0,0,0,0,0,TX,41,1,0,0,1,1,0,0,0
4508,F-1,married_filing_jointly,4,119387,15726,1,0,0,0,NJ,16,1,0,1,0,1,0,0,0
4509,none,single,3,29596,0,0,0,0,0,FL,41,0,0,1,1,1,0,0,0
4510,none,married_filing_jointly,3,48553,0,0,0,0,1,TX,50,0,0,1,1,1,0,0,1
4511,none,married_filing_jointly,2,55697,0,0,1,0,0,TX,30,0,1,1,1,1,0,0,0
4512,H-1B,head_of_household,3,76548,1309,1,1,0,0,IL,4,1,1,1,0,1,0,0,0
4513,none,single,1,39508,0,0,0,1,0,TX,20,0,0,1,1,1,0,0,0
4514,F-1,single,3,113501,34247,1,0,0,1,WA,16,1,0,1,0,1,0,0,1
4515,none,single,0,119748,0,0,1,0,1,CA,57,0,0,1,0,0,0,0,1
4516,O-1,single,2,34369,66402,0,0,0,0,CA,18,0,0,0,1,1,0,0,0
4517,none,single,0,87831,0,0,0,0,1,NY,25,0,0,1,0,0,0,0,1
4518,none,married_filing_separately,1,62962,0,0,0,0,0,TX,20,0,0,0,0,1,0,1,0
4519,F-1,single,1,486804,7165,1,1,0,1,MI,19,1,0,1,0,0,1,0,0
4520,none,single,3,99366,0,0,0,0,1,WA,26,0,0,0,0,0,0,0,1
4521,none,single,2,62794,0,0,0,0,0,IL,28,0,0,1,1,1,0,1,0
4522,F-1,married_filing_separately,2,26572,45519,1,0,1,0,NJ,16,1,0,1,1,1,0,0,0
4523,OPT,head_of_household,3,17482,69722,1,0,1,0,MI,19,1,0,1,0,1,0,0,0
4524,none,married_filing_jointly,3,71322,0,0,1,0,0,CA,19,0,1,1,0,1,0,1,0
4525,none,married_filing_jointly,1,9533,0,0,0,0,1,CA,39,0,0,1,1,1,0,0,1
4526,none,married_filing_jointly,1,191288,0,0,1,0,1,OH,44,0,0,1,0,1,0,0,0
4527,none,married_filing_jointly,1,6950,0,0,0,1,0,MA,20,0,1,1,1,1,0,1,0
4528,none,single,0,17566,0,0,1,0,0,NJ,39,0,1,1,0,0,0,0,0
4529,H-1B,married_filing_jointly,0,109099,49131,1,0,0,0,IL,17,1,0,1,0,0,0,0,1
4530,none,married_filing_separately,4,42964,0,0,0,1,1,CA,18,0,0,1,1,1,0,1,1
4531,none,single,4,52298,0,0,0,0,0,MI,50,0,0,1,1,0,0,1,0
4532,none,married_filing_jointly,2,23891,0,0,0,1,0,OH,33,0,0,1,1,1,0,0,0
4533,L-1,married_filing_jointly,0,39543,27887,1,0,1,1,WA,6,0,0,1,0,0,0,1,1
4534,none,married_filing_jointly,4,82108,0,0,1,0,0,GA,28,0,1,1,0,1,0,0,0
4535,none,single,2,20972,0,0,1,0,0,CA,53,0,1,0,1,1,0,1,0
4536,none,married_filing_jointly,1,35036,0,0,0,0,0,IL,23,0,0,1,1,1,0,0,0
4537,none,head_of_household,1,44567,0,0,1,0,1,FL,45,0,1,1,1,1,0,1,1
4538,none,single,1,34762,0,0,1,1,0,NY,47,0,1,1,1,1,0,1,0
4539,none,single,2,87182,0,0,0,0,0,OH,26,0,0,1,0,1,0,0,0
4540,none,single,1,67070,0,0,0,0,0,VA,55,0,0,1,0,1,0,0,0
4541,none,single,0,40369,0,0,0,1,1,NC,56,0,0,1,0,1,1,0,1
4542,none,qualifying_widow,1,9552,0,0,0,0,0,CA,26,0,0,1,1,1,0,1,0
4543,none,married_filing_jointly,4,128495,0,0,1,0,0,CA,31,0,1,1,0,1,1,0,0
4544,none,single,4,19314,0,0,1,0,0,FL,50,0,1,1,1,1,0,0,0
4545,none,single,2,219355,0,0,0,0,0,OH,35,0,0,1,0,0,0,0,0
4546,none,qualifying_widow,3,20736,0,0,0,0,1,OH,35,0,0,1,1,1,0,0,1
4547,none,single,1,55755,0,0,0,0,0,NY,26,0,0,1,1,1,0,0,0
4548,none,married_filing_jointly,1,78616,0,0,1,1,0,NY,54,0,1,1,0,1,0,0,0
4549,H-1B,single,1,37162,20456,1,0,1,1,MI,12,1,0,1,1,1,0,0,1
4550,none,single,4,58732,0,0,0,0,0,CA,39,0,0,1,1,1,0,1,0
4551,none,married_filing_jointly,4,34397,0,0,0,0,0,IL,42,0,0,1,1,1,1,0,0
4552,L-1,single,4,242866,50312,1,0,0,0,MI,7,1,0,1,0,0,0,0,0
4553,none,married_filing_jointly,1,53209,25578,1,0,0,1,TX,28,1,0,1,1,1,1,1,1
4554,O-1,single,3,39944,49993,0,1,0,0,TX,17,0,1,1,1,1,0,0,0
4555,F-1,married_filing_jointly,2,55259,5427,1,1,0,0,OH,5,1,1,1,1,1,0,1,0
4556,none,married_filing_separately,4,122885,0,0,0,1,0,CA,43,0,0,1,1,1,1,0,0
4557,none,married_filing_jointly,4,63030,0,0,0,1,1,NY,32,0,0,1,0,1,0,1,1
4558,O-1,single,4,52316,10425,1,0,0,0,WA,16,1,1,1,1,1,0,1,0
4559,none,married_filing_jointly,4,12195,0,0,0,1,1,CA,54,0,1,1,1,1,0,0,1
4560,none,qualifying_widow,1,125468,0,0,0,0,0,VA,36,0,0,0,0,1,0,0,0
4561,none,single,4,60794,0,0,1,0,0,TX,40,0,1,1,0,1,0,1,0
4562,none,single,1,29707,0,0,0,0,0,NY,54,0,0,1,1,1,0,0,0
4563,F-1,head_of_household,0,59518,46217,0,1,0,0,CA,9,0,1,1,0,0,0,0,0
4564,none,single,3,155096,0,0,0,0,0,GA,53,0,0,0,0,1,0,0,0
4565,none,married_filing_jointly,2,84419,0,0,1,1,0,MA,27,0,1,1,0,1,0,0,0
4566,none,married_filing_jointly,3,260848,0,0,0,0,0,TX,50,0,0,1,0,1,0,0,0
4567,none,single,2,97432,6191,1,0,0,0,WA,18,1,0,1,0,1,0,0,0
4568,none,married_filing_jointly,2,7813,0,0,0,1,1,GA,25,1,0,1,1,1,0,0,1
4569,none,married_filing_jointly,3,137977,0,0,0,0,1,AZ,27,0,0,1,0,1,0,0,1
4570,none,single,3,9238,0,0,1,0,0,OH,21,0,1,1,1,1,0,1,0
4571,none,head_of_household,2,149618,0,0,0,1,1,OH,29,0,0,1,0,1,0,0,1
4572,J-1,single,2,98380,55695,1,0,1,0,AZ,6,1,0,0,0,1,0,0,0
4573,none,single,2,201182,0,0,1,1,1,GA,24,0,0,1,0,0,1,0,0
4574,none,head_of_household,0,66078,0,0,0,0,1,NJ,53,0,0,0,1,0,0,0,1
4575,none,single,1,57388,0,0,0,0,0,TX,48,0,0,1,1,1,1,0,0
4576,none,head_of_household,0,135237,0,0,1,0,1,CA,39,0,0,0,0,0,0,0,1
4577,none,single,3,15380,0,0,0,1,0,OH,38,0,0,1,1,1,0,0,0
4578,none,married_filing_jointly,3,45994,0,0,0,0,0,TX,46,0,0,1,1,1,0,1,1
4579,none,single,3,36061,0,0,0,0,1,NY,30,0,0,0,1,1,0,0,1
4580,none,married_filing_jointly,1,30135,0,0,1,0,0,NJ,49,0,1,1,1,1,0,0,0
4581,none,married_filing_separately,4,26539,0,0,0,0,1,OH,58,1,0,1,1,1,0,0,1
4582,none,head_of_household,3,51136,0,0,0,0,1,AZ,52,0,0,0,1,1,0,1,1
4583,none,qualifying_widow,2,84666,0,0,0,0,0,FL,48,0,0,1,1,1,0,0,0
4584,none,married_filing_jointly,3,169155,0,0,0,0,1,TX,31,0,0,1,0,1,0,1,0
4585,STEM OPT,married_filing_separately,4,34326,71823,0,1,0,0,TX,3,0,1,1,1,1,0,0,0
4586,none,married_filing_jointly,0,31863,0,0,1,0,0,MA,51,0,1,1,0,0,0,0,0
4587,none,head_of_household,4,3502,0,0,0,0,0,NY,26,0,0,1,1,1,0,0,0
4588,none,married_filing_jointly,2,165720,0,0,0,0,1,WA,57,0,0,1,0,1,0,0,0
4589,none,head_of_household,0,13066,0,0,1,0,1,FL,39,1,1,1,1,0,0,0,1
4590,none,single,1,68349,0,0,0,0,1,TX,53,0,0,1,0,1,0,0,1
4591,none,married_filing_jointly,0,57717,0,0,0,1,0,NC,34,1,0,1,0,1,0,0,0
4592,none,married_filing_jointly,3,108154,0,0,0,0,1,IL,29,0,0,1,0,1,0,0,1
4593,H-1B,single,4,20098,71570,1,0,1,0,PA,14,1,0,1,1,1,0,1,0
4594,none,single,3,74364,0,0,0,0,1,NY,49,0,0,1,0,1,0,1,1
4595,none,qualifying_widow,2,192074,0,0,0,0,1,NY,59,0,0,0,0,0,0,0,0
4596,none,single,0,54680,0,0,0,0,0,NJ,36,0,0,1,0,0,0,1,0
4597,none,single,1,20159,0,0,0,1,1,CA,45,0,0,1,1,1,0,1,1
4598,none,single,1,11843,0,0,0,0,0,CA,42,0,0,1,1,1,1,0,0
4599,none,single,2,169404,0,0,1,0,0,CA,44,0,1,1,0,1,0,0,0
4600,none,married_filing_jointly,4,29873,0,0,0,0,0,NY,43,0,1,0,1,1,0,0,0
4601,none,head_of_household,2,35722,0,0,0,0,0,MI,22,0,0,1,1,1,0,0,0
4602,none,qualifying_widow,0,431772,0,0,0,0,1,OH,53,0,0,1,0,0,0,0,1
4603,none,married_filing_jointly,0,101787,0,0,1,0,0,MA,21,0,1,1,0,0,0,0,0
4604,none,married_filing_jointly,0,124379,0,0,0,0,1,IL,56,0,0,1,0,0,0,0,1
4605,none,single,4,194355,0,0,0,0,0,PA,37,0,0,1,0,1,0,0,0
4606,none,head_of_household,1,10894,0,0,1,0,1,IL,30,0,1,1,1,1,0,0,1
4607,none,single,1,176530,27847,1,0,0,1,VA,54,1,0,0,0,1,0,0,0
4608,none,single,2,199546,0,0,0,0,1,CA,41,0,0,1,0,1,0,0,0
4609,none,qualifying_widow,2,29686,0,0,0,0,0,NY,28,0,0,1,1,1,0,0,0
4610,none,head_of_household,4,87273,0,0,0,1,0,FL,40,0,0,0,0,1,0,0,0
4611,none,single,4,105956,0,0,0,0,0,AZ,30,0,0,1,0,1,0,1,0
4612,none,married_filing_jointly,1,23457,0,0,0,0,1,TX,58,0,0,1,1,1,0,1,1
4613,none,married_filing_jointly,4,101019,0,0,0,0,1,CA,28,0,0,1,0,1,0,0,1
4614,STEM OPT,single,2,25041,28000,1,0,0,1,OH,13,1,0,0,1,1,0,1,0
4615,none,single,0,457185,0,0,1,0,0,IL,24,0,0,0,0,0,0,0,0
4616,none,single,2,51302,0,0,0,0,0,FL,31,0,0,1,1,1,0,0,0
4617,none,married_filing_jointly,0,73893,0,0,0,0,0,PA,30,0,0,0,0,0,1,0,0
4618,none,married_filing_jointly,1,10251,0,0,1,0,1,IL,32,0,1,1,1,1,0,0,0
4619,none,married_filing_jointly,0,63348,0,0,0,0,0,FL,56,0,0,1,0,0,0,1,0
4620,none,single,3,132984,0,0,0,0,0,NY,32,0,0,0,0,1,0,0,0
4621,none,head_of_household,1,19828,0,0,0,0,1,CA,49,0,0,1,0,1,0,0,1
